
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199711  -6.01 -12.35  -3.40  -6.72  -3.35  -7.73  -3.99  -8.35  -3.37 -17.23
199712  -5.15  -8.68  -3.76  -5.64  -4.03  -6.77  -3.06  -7.40  -4.06 -14.82
199801   5.89  24.32   2.97  11.51   5.04  12.70   2.71  13.19   2.32  19.26
199802   3.71  12.56   1.21   9.65   2.78   6.66   0.29   7.98   1.80  17.44
199803  -5.65 -10.68  -5.03  -6.43  -6.90  -6.43  -3.53  -7.71  -5.03 -13.29
199804  -2.30  -6.64  -1.21  -4.18  -1.60  -3.18  -1.06  -3.94  -1.16  -3.83
199805  -6.17  -6.55  -6.06  -6.51  -6.38  -5.63  -6.19  -6.01  -6.70  -5.54
199806  -0.85  -0.58  -0.94   0.07  -0.64   0.40  -0.77  -0.12  -0.34  -2.09
199807  -1.49  -4.80   0.07  -0.59  -1.59  -1.08  -0.51  -2.34  -0.75  -1.60
199808 -11.22 -12.55 -10.80 -10.56 -12.07 -12.87  -8.90  -8.51 -11.76 -13.82
199809   0.48  -4.34   1.00  -1.32   0.73   0.03   2.97   0.97   0.75   3.11
199810  17.29  26.24  15.09  17.61  19.95  19.69  12.36  22.90  15.20  16.19
199811   4.38   4.59   4.09   5.97   2.45   6.17   3.84   1.62   5.13   5.55
199812   2.64  -0.42   3.01   1.14   2.73   2.78   4.50   2.74   2.62  -2.48
199901   0.60   1.92   0.32   0.62  -0.58   2.67  -1.24  -2.54   1.36  -0.33
199902  -2.52  -2.69  -2.55  -1.30  -2.94  -0.32  -3.29  -3.90  -2.50  -4.79
199903  13.24  19.73  11.82  13.95  12.79  15.00   9.63  12.50  12.90  15.80
199904   7.32  15.33   5.44   4.97   7.36  10.71   5.74  10.07   6.23  10.21
199905  -5.01  -6.45  -4.38  -1.11  -4.76  -4.39  -1.44  -4.48  -4.46  -2.57
199906   9.31  12.05   9.40   9.06   9.68  13.02   8.11   4.53  11.01  12.55
199907   7.88   6.93   8.31   6.82   7.16   7.71   7.76   6.27   9.10   5.28
199908   1.44   5.50  -0.41   2.37  -1.48  -2.93   3.43   3.64  -1.09   0.73
199909   5.09   6.71   4.69   3.72   5.58   6.56   6.30   2.32   6.44   1.36
199910   5.91   4.85   5.55  -0.32   7.59   7.18   4.39   1.84   8.72  -1.79
199911   7.71  -2.06   9.03   2.30  13.90   7.66  12.70  -3.87  13.56  -3.01
199912   5.66  -5.29   7.43  14.24  -0.04   6.98   4.34  -7.05   9.27  -5.36
200001  -5.76   0.51  -8.42   0.72  -9.78  -0.16  -8.94  -2.27  -7.91   1.58
200002  -2.07 -14.36   0.66  -5.44   3.83  -6.35   3.81 -10.13   0.57  -9.34
200003   6.71  13.77   4.84   9.26   0.34  12.16   2.18   9.34   5.68   9.42
200004  -7.48  -4.23  -8.59  -1.04  -9.23  -0.06  -8.82  -1.91  -9.33  -6.40
200005  -7.24   4.42 -10.60  -2.43 -14.61  -0.61 -14.02   5.14 -11.56   2.38
200006   7.43  13.38   6.31   9.21   4.80  11.20   5.96  10.23   6.82  15.92
200007  -9.19  -9.31  -9.22  -5.96  -9.26  -7.24  -9.98  -6.72  -9.30 -11.35
200008   5.68   5.79   5.31   0.93   6.85   2.16   6.47   3.02   6.26   3.75
200009  -4.53  -1.92  -5.86  -0.86  -4.10  -2.79  -5.64  -1.59  -5.87  -1.15
200010  -6.27  -1.53  -7.78  -3.74  -9.45  -1.53 -10.42  -1.30  -8.39  -2.85
200011  -2.19   1.29  -2.28   0.04  -1.09   1.50  -1.93   3.20  -3.21  -2.01
200012  -5.90  -2.69  -8.12  -0.44 -11.53  -0.74 -11.11  -0.11  -8.67  -4.52
200101   0.41  -0.38   0.53   0.44   1.72  -0.37   2.31  -3.46   2.09   4.20
200102  -5.08   0.84  -7.78  -2.51  -8.97  -3.80  -9.57   2.51  -8.45  -0.53
200103  -5.35  -6.42  -4.21  -5.34  -6.48  -5.35  -5.68  -4.87  -4.73  -9.07
200104   8.08  12.63   7.37   8.83   9.53   9.03   8.89  11.99   6.10  12.51
200105  -0.41   0.63  -1.03   0.25  -1.91  -0.04  -1.27   1.85   0.05  -3.20
200106  -4.36  -1.19  -6.61  -0.23  -6.45  -5.13  -7.03   0.51  -5.88  -1.44
200107  -7.46  -5.35  -8.24  -6.63  -8.21  -6.13  -9.51  -4.46  -8.35  -8.61
200108  -2.55   2.28  -4.42  -0.91  -3.83  -1.48  -8.15   3.40  -6.71  -3.84
200109  -8.59 -11.29  -5.94 -10.90  -7.20  -7.92  -3.34  -5.74  -7.31 -18.91
200110   1.61  -0.69   1.86   4.08   2.46   0.42   3.87   0.63   2.08   7.85
200111   1.92  -1.80   3.49   0.54   1.92   1.75   3.51  -4.06   4.88   0.82
200112  -5.53  -6.20  -6.35  -5.92  -5.75  -7.31  -6.23  -6.27  -5.14  -5.21
200201  -5.46  -3.89  -6.48  -1.93  -7.93  -1.51  -7.63  -3.08  -6.85  -0.44
200202   2.77   5.18   3.21   4.14   0.92   5.94   1.67   4.08   0.47   6.49
200203   5.86   5.19   6.10   5.45   9.80   5.73   6.81   3.35   7.39   6.18
200204   4.20   4.19   3.92   4.01   3.29   3.31   2.86   1.62   3.23   6.84
200205   6.02  10.66   4.31   5.34   6.83   8.62   4.73  10.35   4.65   7.51
200206  -5.34  -5.21  -4.91  -3.57  -7.55  -4.29  -6.27  -2.95  -6.43  -6.94
200207  -5.78  -3.28  -6.67  -5.63  -6.35  -3.41  -7.74  -2.88  -7.46  -5.78
200208  -0.96  -2.03  -0.79   0.25  -2.46  -1.58  -1.49  -0.29  -1.69  -0.97
200209  -5.37  -1.37  -6.89  -3.58  -7.81  -6.48  -8.72  -2.98  -6.83  -5.60
200210  -3.73  -9.37  -2.43  -5.80  -1.51  -1.65  -0.37  -5.69  -2.38  -8.11
200211   3.54  -1.16   4.40   3.63   6.06   4.96   6.57  -0.77   6.58   2.72
200212  -2.48  -0.36  -3.24  -0.79  -4.64  -0.07  -4.30   2.11  -3.85  -2.69
200301  -2.20   1.45  -3.35  -2.35  -3.67  -0.67  -3.15  -0.03  -3.55   3.17
200302   0.27   2.52   0.04   1.10   0.21   2.27  -0.64   3.11  -0.88   3.46
200303  -3.05  -3.99  -2.52  -3.18  -1.98  -3.12  -2.26  -1.63  -3.18  -4.09
200304   2.00   1.62   2.17   4.06   1.82   4.59   3.38   4.12   1.22   3.41
200305   5.06   7.76   5.25   4.28   4.89   3.97   5.69   4.74   5.25   7.71
200306   6.59  10.57   5.55   6.89   6.52   6.38   5.01   3.38   5.84  15.81
200307   3.54   4.92   3.26   0.73   3.49   3.05   4.34   0.58   4.52   5.21
200308   8.95  12.79   7.50   6.60  10.57   8.40   9.50   8.12   9.51  13.69
200309   5.56  14.16   4.36   5.67   5.35   3.85   3.58   9.26   3.64  13.27
200310   4.96   6.90   3.07   3.37   7.49   4.48   3.28   5.64   4.08   7.95
200311  -2.42  -3.82  -1.52  -1.11  -4.33  -1.58  -2.72  -2.11  -2.56  -6.45
200312   6.61   9.81   5.88   7.95   5.66   5.64   5.48   7.42   6.26   7.15
200401   2.01   5.28   1.09   1.24   2.62   1.30   2.71   5.07   1.09   1.53
200402   1.05   3.12  -0.12   3.45   1.56   1.29   0.86   0.80   0.31   1.67
200403  10.05  11.74   8.32   8.49  10.43   8.18   9.69   8.24   9.14  22.02
200404  -4.88  -4.91  -4.82  -5.27  -5.55  -4.62  -4.23  -6.31  -5.30  -1.03
200405  -2.12   0.29  -3.32  -0.68  -2.39  -1.06  -2.48   0.46  -2.29  -7.31
200406   3.44   6.17   2.24   6.02   2.11   5.97   1.90   4.04   2.36   2.18
200407  -4.43  -3.38  -4.96  -2.11  -5.47  -2.91  -5.76  -1.95  -4.60 -10.10
200408   1.08   1.45   1.87  -0.17   0.58   0.03   0.62   1.03   0.79   5.55
200409  -0.89  -0.77  -0.70  -0.64  -0.06  -1.18   0.18  -0.74  -0.39  -2.82
200410   2.83   1.92   2.54   2.95   1.41   2.37   2.74   3.42   2.27   5.44
200411   5.69   6.41   5.66   3.36   7.21   3.66   5.80   5.27   6.62   8.34
200412   4.89   5.32   4.07   4.59   4.33   3.87   5.33   3.44   4.84   7.45
200501  -1.23   0.22  -1.13  -2.14  -0.67  -1.06  -0.96  -0.91  -1.51   3.47
200502   2.37   2.02   2.06   2.37   1.96   3.49   1.30   2.83   2.80   1.52
200503  -2.61  -0.66  -2.95  -2.78  -2.33  -2.60  -2.08  -1.98  -3.20  -2.72
200504  -1.60  -1.52  -2.61  -1.33  -2.22  -2.46  -1.55  -0.13  -2.34  -3.13
200505  -1.46  -1.52  -1.39  -1.28  -1.98  -1.34  -2.02  -1.89  -0.90  -2.85
200506   1.81   2.43   2.19   1.34   2.22   1.49   3.18   2.09   2.30   1.45
200507   1.75   1.87   1.30   1.67   1.85   2.44   2.14   1.98   1.26   0.69
200508   5.33   4.25   5.88   5.21   4.71   3.44   5.47   2.65   7.61   9.61
200509   7.69   5.41   6.46   8.79   5.44   6.59   6.38   5.10   8.65  10.00
200510  -1.91   0.06  -2.72  -2.50  -0.72  -2.42  -3.09  -2.63  -1.53  -1.05
200511   3.44   2.46   4.43   1.54   5.79   1.71   4.22   1.14   4.28   8.70
200512   7.31   4.70   8.52   4.86   9.46   5.72   9.62   5.72   9.35  13.72
200601   4.93   4.65   4.49   4.72   5.50   5.05   3.10   4.09   5.59   3.61
200602  -1.02   1.24  -3.30  -0.09  -3.55  -0.46  -3.21   0.90  -2.86  -8.21
200603   1.95   0.79   2.83   1.01   3.09   0.37   3.22  -0.02   3.81   4.15
200604   3.96   4.18   2.58   5.93   2.17   5.54   0.78   5.49   1.58   4.66
200605  -6.21  -4.29  -6.41  -5.43  -8.10  -4.86  -7.57  -4.64  -7.28 -10.83
200606  -0.65  -0.47  -0.28  -0.69  -0.37  -1.79  -1.36  -1.27   0.25  -1.79
200607  -0.21   0.10  -1.40   1.06  -1.34   1.30  -2.31   0.63  -1.43  -3.67
200608   1.86   1.96   1.62   1.39   2.66   2.00   2.96   2.49   0.88   4.27
200609  -1.54  -1.01  -1.65  -1.34  -1.49  -1.37  -0.71  -0.78  -1.63  -4.36
200610   3.21   2.09   3.59   4.00   2.53   3.97   3.49   4.18   3.04   2.39
200611   1.46   2.01   0.50   1.74   1.09   2.65   1.94   3.01   0.35  -0.49
200612   2.97   1.89   1.91   5.16   1.77   5.25   2.02   4.99   0.51  -3.48
200701   1.01   3.07   0.16   2.18   1.37   2.32   0.20   2.07   0.79   1.09
200702   3.43   3.48   3.28   4.18   3.65   5.95   2.60   4.71   2.65   1.94
200703   0.07   0.85   0.16   0.15   1.55   1.79   1.84   0.78  -0.18  -1.23
200704  -0.09  -0.09   0.31  -1.72   1.52  -1.03   1.41  -0.63  -0.52  -2.03
200705   1.62   0.28   1.84   4.10   0.10   2.03   0.84   0.96   2.91  -1.67
200706   0.56   0.14   1.81   0.73  -0.19   1.40  -0.48  -0.83   0.98  -0.72
200707   0.03  -1.36   1.14   1.28   0.42   0.86   0.96   0.55   0.51  -0.86
200708  -2.59  -2.16  -1.65  -4.46  -1.63  -2.08  -0.63  -2.00  -2.43  -6.73
200709   5.16   3.76   6.21   5.65   6.36   6.44   7.23   4.73   5.61   9.66
200710   2.81   2.02   2.34   2.44   2.76   1.70   3.53   1.51   3.87   7.80
200711  -3.54  -4.16  -3.52  -4.56  -3.18  -3.50  -3.78  -3.14  -3.56  -4.56
200712  -2.86  -1.42  -3.68  -3.22  -1.84  -2.43  -2.11  -2.33  -4.36  -6.51

     Value-Weight Local  Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501   7.28   6.56   5.77   6.81   5.63   4.42   6.21   5.41   7.84   3.40
197502   9.53  10.97   7.57  12.39   8.01  10.22   9.17  10.35   9.17  -0.20
197503   4.23   5.38   2.84   7.67   1.26   5.32   4.70   4.06   2.78   4.16
197504   0.58   0.70   0.04   1.14  -0.75  -0.70   2.46  -1.54   1.67  -5.31
197505   0.05   1.05  -1.70   0.47  -0.79   1.39  -2.26   2.24  -1.52  -3.09
197506   2.21   4.22   0.91   3.99   0.97   0.99   3.78   0.63   2.72  -1.17
197507  -4.45  -5.74  -3.84  -6.34  -3.10  -2.78  -5.67  -4.26  -4.22  -4.13
197508  -3.77  -3.28  -4.60  -3.46  -4.48  -4.11  -3.79  -3.79  -4.14 -10.90
197509  -2.88  -1.91  -2.43  -2.77  -1.96  -4.12  -3.81  -3.24  -2.85  -0.14
197510   9.13  10.09   7.27  11.63   6.57  12.69   9.25  10.92   6.69  12.13
197511   2.09   2.99   2.52   2.17   0.70   1.01   3.42  -0.57   3.56  -7.68
197512   2.61   3.64   1.59   3.89   1.79   3.76   1.09   5.18   1.03   6.21
197601   5.94   8.45   2.13   5.93   5.35   8.52   2.85  10.13   3.35   9.47
197602   0.89   2.14  -0.30   1.48   0.81   3.04  -0.37   2.41  -0.16   0.51
197603  -0.87  -2.13   0.52  -1.32  -0.26  -2.12   2.01  -4.16   0.85   1.51
197604   0.85   1.47   0.59   1.50   0.49   0.80   0.88   0.72   1.10   7.19
197605   0.62   0.14   1.34   1.04   1.20   0.37   2.18  -1.10   2.28   2.24
197606   3.37   4.10   1.38   4.32   2.34   4.65   0.73   4.34   2.03   3.72
197607  -1.11  -1.30  -1.15  -0.93  -2.51  -0.79  -2.18  -1.27   0.30  -2.36
197608   1.84   0.37   2.00   2.34   1.55   1.33   2.35   0.66   2.16   8.70
197609  -0.76  -0.99  -1.01  -1.33  -1.29  -0.31  -1.84  -0.65  -1.64   1.33
197610  -3.22  -4.46  -2.90  -2.59  -4.45  -4.22  -3.48  -5.12  -1.25  -4.74
197611  -0.43  -1.12  -0.43  -0.74  -1.57  -1.28  -1.13  -0.78  -0.13  -3.04
197612  12.73  11.50  12.99  17.66  14.36  14.21  12.18   7.36  13.70  11.50
197701  -3.49  -2.79  -4.23  -4.54  -3.73  -1.57  -4.23  -1.85  -5.65   3.90
197702   1.85   5.15   1.36   3.50   0.20   5.73   0.06   5.66   1.41   1.95
197703  -1.81  -0.63  -3.05  -2.90  -1.15  -1.31  -0.43  -0.98  -3.68   0.76
197704   1.54   4.01  -0.74   1.68   3.01   5.21   0.41   5.03  -1.13   0.06
197705  -0.16  -0.05   0.28   1.67  -0.55  -0.13  -1.12  -0.84   1.27  -0.02
197706   0.11   1.26  -0.92   0.74  -0.10   1.30  -1.60   1.01  -0.24  -0.64
197707  -1.95   1.95  -5.21  -1.79  -1.72   2.97  -4.44   2.63  -6.43   1.06
197708   4.68   4.08   5.06   5.31   6.23   4.53   5.46   5.07   4.81   6.43
197709  -0.11  -2.12   2.33   0.80  -1.97  -3.93   2.05  -3.50   2.59   0.62
197710  -2.41  -0.97  -4.01  -2.13  -3.47  -1.96  -3.31  -1.15  -4.87  -4.44
197711  -1.68  -0.38  -3.43  -1.58  -1.28   0.33  -2.92  -0.15  -2.46  -2.48
197712  -0.62   3.78  -4.32  -0.86  -1.81   3.05  -1.61   3.91  -5.49  -1.41
197801   3.46   6.80   2.63   6.58   1.84   5.68   2.18   3.21   5.32   4.62
197802   1.54   1.63   1.71   3.11   0.57   1.65   1.31   0.44   2.49  -1.35
197803   5.37   6.04   5.36   5.53   5.03   6.33   5.30   7.22   5.58   6.21
197804   0.73  -0.02   1.54   2.39  -0.83   0.64   0.11  -0.59   1.21   0.23
197805   0.86   3.11  -0.68   0.52   1.11   3.15  -1.01   2.94  -0.63   1.09
197806   1.84   0.62   1.97   1.99   2.20   0.49   2.77   1.34   2.20   3.59
197807   1.63   1.35   1.89   0.75   2.04   2.48   2.31   2.91   0.71   5.60
197808   1.04  -0.25   2.28   0.60   2.08  -0.06   2.80   0.02   2.41   4.14
197809   1.31  -0.35   2.81   1.53  -0.28  -1.47   1.70  -1.57   4.51   2.80
197810   0.39   2.90  -0.05  -1.45   2.39   1.33   1.16   2.78  -1.52   5.80
197811  -0.21   2.05  -1.77  -0.27   0.42   2.56  -2.20   0.93  -1.04  -0.27
197812   2.78   5.13   0.25   3.80   1.69   6.24  -0.60   5.18   1.51   0.86
197901   3.54   5.50   3.00   2.66   3.04   3.21   2.65   3.25   3.41   5.54
197902  -2.62  -2.56  -2.43  -2.51  -2.72  -5.13  -2.75  -3.53  -2.84  -2.69
197903   0.62   0.69   1.99   0.06   0.86  -1.14   1.62  -1.08   2.96  -0.12
197904   1.60   1.83   2.82   4.07  -1.14  -0.38   0.14  -1.61   3.31   0.60
197905   0.92   1.59   0.50   0.43   2.92   3.40  -2.47   3.92  -1.52   4.73
197906  -0.86   0.46  -1.68   0.12  -1.50   0.38  -1.43  -0.44  -2.19   4.17
197907   0.59   0.85   1.64  -0.39   1.51  -0.04   1.93   1.00   0.20   9.82
197908   2.51   2.22   2.22   1.83   3.08   2.70   2.49   2.75   3.27  -2.07
197909   4.17   4.80   4.16   4.31   2.34   1.87   3.15   2.63   4.15   1.81
197910  -1.73  -1.91  -0.40  -1.55  -3.24  -3.35  -3.87  -2.51  -0.71   6.64
197911   0.89   1.51   0.10   1.02   1.68   2.07   0.86   1.83  -0.18   1.70
197912   3.86   2.39   3.24   2.43   4.28   4.20   4.43   3.08   3.12   9.66
198001   3.94   2.84   2.93   2.70   3.23   2.56   2.89   4.03   0.90   9.39
198002   1.05   0.33   0.92  -0.83   1.20   1.28  -0.71   2.10  -0.97   5.52
198003  -5.78  -5.49  -5.22  -4.74  -7.39  -5.66  -5.87  -5.93  -4.14  -8.04
198004   3.69   2.85   4.91   3.33   4.63   2.94   3.14   3.17   6.48   5.01
198005   1.47   1.86  -0.25   0.51   1.08   1.01   2.01   1.24   0.55  -0.99
198006   3.16   4.22   2.35   2.16   3.97   3.17   6.70   2.87   3.54  -1.53
198007   0.22   1.09  -0.19   1.63   1.05   1.42   0.41   0.68  -0.78  -1.38
198008   3.10   4.38   3.45   3.21   3.36   2.63   4.60   3.57   4.93  -0.53
198009   2.28   1.87   2.39   2.70   2.55   4.27   2.12   2.08   3.75   2.69
198010   4.76   5.00   5.49   6.06   6.08   5.56   4.66   3.11   6.49   1.27
198011  -0.91  -0.05  -0.99  -0.82  -1.23  -0.54  -1.19   0.13  -0.78  -2.43
198012   0.35   1.48  -1.23   2.07   0.13   1.73  -1.63   2.45  -1.52  -0.25
198101   2.34   4.06   0.99   2.58   1.83   2.54   1.92   3.10   2.50  -2.48
198102  -0.19   0.92   0.36   0.77  -0.03  -2.03   2.39  -0.21   2.32  -5.92
198103   5.57   6.79   4.13   9.92   3.54   8.22   1.53   4.99   5.99   0.96
198104   7.52  13.00   3.30  15.82   3.14  13.74   5.01   8.02   6.32  -7.86
198105   2.13   3.87   2.27   5.32   0.43   1.95   1.39   3.13   3.96  -5.36
198106   3.97   6.93   1.73   6.23   2.28   7.94   1.65   3.86   1.47   2.04
198107  -0.16   1.64  -2.63   3.60  -2.02   2.00  -2.91   0.93  -1.14  -5.11
198108  -1.29  -2.27  -1.27  -1.96  -1.51  -1.11  -1.84   2.21  -3.69   3.80
198109  -9.11 -11.72  -8.26 -13.83  -5.00 -10.64  -8.65  -6.98 -10.08  -2.57
198110  -0.36   0.40   1.31  -0.55   0.72  -1.88  -0.15  -2.88   2.32  -0.94
198111   2.64   1.23   1.86  -1.05   4.40   0.99   4.06   4.18   2.45   2.02
198112   3.08   2.56   1.87   5.06   3.30   4.54   1.82   2.48   3.78   1.40
198201   0.62   0.49   1.20   0.45   0.84  -0.42   0.66  -0.74   2.08  -0.05
198202  -4.77  -1.49  -5.50  -4.06  -4.54  -4.51  -5.83  -4.13  -5.86  -4.57
198203  -4.21  -4.22  -4.80  -4.93  -3.48  -3.14  -6.55  -1.50  -6.68   8.18
198204   3.55   4.81   3.77   4.26   3.33   2.31   4.17   1.76   4.87  -7.31
198205   0.23   0.29   0.50  -0.23   0.22  -1.25   0.78  -1.83   1.41  -3.26
198206  -2.99  -3.15  -2.45  -3.37  -2.72  -3.36  -1.28  -3.71  -2.82  -2.72
198207  -2.37  -1.36  -2.76  -2.45  -2.23  -2.26  -4.07  -1.78  -2.93   7.93
198208  -0.07   1.20  -0.26   0.37  -0.26   0.33  -0.89  -0.59   0.49  -3.83
198209  -0.76  -0.12  -0.89  -0.51  -1.27  -1.28   0.48  -2.02  -0.40  -9.82
198210   1.58   1.94   1.39   2.55   0.75   1.78   2.26  -0.30   2.76   6.36
198211   5.52   4.83   4.80   7.50   3.85   8.67   6.75   5.78   6.17   1.75
198212   3.56   5.37   2.60   6.33   2.01   6.97   1.58   5.58   3.26   6.93
198301  -0.07   0.87   0.52  -2.75   2.05   0.46  -0.51   2.12  -1.03  29.64
198302   1.13   3.43   0.64   0.65   1.49   3.94   0.55   4.78   0.12  -3.28
198303   3.95   2.03   2.80   5.02   3.06   1.24   6.11   1.94   4.62  -1.86
198304   3.02   1.81   3.14   3.69   3.20   1.41   3.30   2.15   3.05  12.76
198305   0.58  -0.78   2.03  -0.92   0.45  -1.92   3.04  -2.44   2.24  -0.43
198306   2.53   0.53   2.80   3.13   2.44   2.62   1.22   1.50   3.33   3.05
198307   2.67   1.46   3.89   2.62   3.86   0.77   2.65   0.29   4.55  -5.37
198308   0.73   0.80   1.44  -0.28   2.39   1.23   4.11   1.67   0.49   3.34
198309   1.55   1.08  -0.02   2.65   0.34   4.31  -2.24   1.68   0.76   0.99
198310  -0.87   0.72  -1.58   0.00  -2.38   0.19  -1.26  -0.25  -2.20  -4.85
198311   0.97   0.37   1.61   0.00   0.17   0.32   0.83  -0.46   1.17  -6.20
198312   6.47   7.52   5.03   7.46   4.78   9.31   4.81   8.58   5.69   1.92
198401   6.13   4.71   4.96   6.48   2.55   4.92   3.92   6.43   2.81   4.72
198402  -1.25  -1.71  -2.27  -2.05  -3.26  -3.56  -3.23  -0.60  -4.00  -3.76
198403  11.38   9.43   8.72   9.31   7.94   6.31   7.09  10.64   6.96   4.91
198404  -1.02  -1.36  -2.64  -0.89  -0.87  -2.38  -2.58  -0.18  -2.62  -0.02
198405 -10.55  -9.24 -11.67 -10.84 -10.37  -9.95  -9.60  -8.08 -11.82  -2.80
198406   1.87   0.82   2.64   1.55   2.64   1.27   1.12   0.87   1.97   2.36
198407  -3.45  -3.08  -4.61  -3.05  -3.78  -2.18  -3.38  -2.79  -2.96  -7.06
198408   7.30   5.68   9.87   7.04   9.05   7.87  10.31   3.68  11.35   5.11
198409   1.30  -1.60   4.76  -0.61   3.19   0.22   2.65  -2.01   3.51   4.53
198410   3.59   3.13   2.36   4.65   3.33   0.51   3.32   3.70   0.39   2.19
198411   1.57   3.18  -1.07   2.02  -1.55  -0.53  -2.28   3.82  -3.93   3.71
198412   5.22  11.24   1.68   8.54   1.37   9.49   2.22  11.35   1.69   0.38
198501   2.24   3.50   2.00   2.11   1.73  -0.12   3.67  -1.88   2.79  -0.95
198502   5.26   1.63   8.80   1.08   9.79   1.38  -0.93   0.07   8.72   2.02
198503   2.60   0.29   2.69   0.29   3.15   1.95   0.56   5.25   0.57  10.66
198504  -2.72  -0.11  -4.32  -0.37  -4.55  -1.92  -1.22  -1.76  -3.96   3.26
198505   3.64   1.28   4.33   2.22   4.80   5.70   0.59   9.05   1.74   8.22
198506   2.65   2.54   3.08   2.04   2.83   2.84  -1.58   2.14   2.13  -0.07
198507  -2.68  -1.49  -3.07  -4.17  -1.86  -2.50  -3.57   1.34  -4.95  -2.57
198508   1.97   3.37  -0.14   3.25   0.09   4.39   4.62   5.81  -0.78  -2.62
198509   0.97   2.13  -1.87   5.60  -2.69   9.02  -0.70  12.11  -3.41  -1.94
198510   0.52  -0.83   2.45  -0.53   0.10  -4.09   4.46  -7.90   4.26   1.75
198511  -2.83  -2.37  -2.93  -2.82  -3.97  -3.58  -2.20  -4.22  -2.74  -4.68
198512   4.46   3.00   4.63   6.38   4.42   8.14   4.99   5.06   4.45   7.35
198601  -1.01   0.81  -1.88   0.90  -2.24  -0.80   3.23  -0.45  -1.21  -2.77
198602   3.68   0.07   4.74  -1.38   3.41  -0.42   3.33   7.85   1.90   7.17
198603  17.68  12.82  20.09  11.81  18.92  15.02  18.72  16.67  17.87  13.65
198604  -1.61   5.34  -5.27   6.94  -7.35   3.64  -0.85  -3.56  -4.20  -2.82
198605   3.64   0.53   5.31  -0.54   5.69  -1.60   5.78   2.53   4.38  10.79
198606   3.05   2.39   2.76   2.69   1.92   2.60   1.21   7.11   0.80   5.59
198607   6.14  -2.70  10.00  -1.75   6.98   9.55   3.83  17.45   5.06   3.53
198608   9.02  14.36   8.66  10.94   6.95  12.08   1.93   7.12   6.60  -4.06
198609   2.35   4.26   2.89   3.25  -2.01  10.58   0.18   7.55  -0.33  -8.75
198610  -6.53  -5.72  -7.40  -2.60  -5.24  -6.26  -4.33 -11.62  -3.15  -2.89
198611   4.83   2.60   5.03   2.10   6.02   1.68   8.13   4.71   5.37   6.31
198612   6.11   6.05   7.36   5.52   8.35   6.04   7.77   5.36   8.41   0.23
198701  12.29  -0.95  20.50  -2.19  13.46  -0.74   0.05   4.35  18.20   4.19
198702   1.55   2.02   1.68   0.74   0.11   2.07   5.07   4.39   0.31  13.17
198703   5.57  -0.98   8.01  -2.16   8.60  -3.63   3.58   2.15   8.51   7.46
198704  11.16   6.71  13.26   6.44  10.44   7.33   2.67   7.83  12.44  13.47
198705   2.14   8.67  -0.57   6.86   2.17   2.72   8.48   2.05   0.49   1.78
198706  -5.20   6.58  -9.08   5.16  -6.07   4.49  -4.01   0.11  -8.81  -5.76
198707  -0.40   4.52  -1.82   3.92  -2.04   0.83   1.87  -1.03  -0.98  -0.44
198708   6.59   1.79   8.45   2.90   6.17   2.39   3.78   7.84   7.53  10.68
198709  -0.40  10.09  -4.16   8.26  -3.14   9.82  -1.18   4.37  -3.65   5.54
198710 -15.81 -19.41 -14.86 -18.14 -13.89 -18.28 -16.96 -13.25 -16.64  -8.65
198711  -0.59   0.46  -1.02   0.00  -0.70  -1.20   0.53  -1.42   0.46  -1.28
198712  -6.59  -1.96  -8.87  -2.25  -7.06  -4.75  -4.95  -5.29  -7.96 -12.16
198801  10.07   7.07  10.49  10.43   8.33   6.58   6.57   8.17  10.16  10.65
198802   7.39   8.81   6.42  10.94   5.47   9.38   4.34  11.10   5.23   5.87
198803   4.01   6.37   3.43   5.61   3.37   5.77   2.43   4.45   2.85  13.13
198804   1.66   3.86   0.60   1.77   2.06   3.68   3.32   3.05   0.66  -1.29
198805  -3.60  -2.94  -4.57  -4.85  -3.42  -4.06  -4.21  -1.10  -5.52  10.21
198806   2.93   7.25   0.58   3.79   1.53   6.53  -1.22   9.40   0.97  11.34
198807   3.13   9.38   1.66   7.48   1.73  13.18   1.63   4.55   1.47   1.66
198808  -4.79  -7.39  -3.85  -7.27  -3.14  -9.03  -2.97  -6.12  -4.00  -7.19
198809   0.85   1.07  -1.15   0.16  -1.25   1.26  -3.55   4.55  -2.67   9.88
198810  -0.23  -1.46  -0.68   0.74  -2.77  -1.51  -7.21   3.17  -2.19   7.34
198811   5.43   4.63   5.62   4.55   4.70   4.17   3.23   4.10   6.23   9.27
198812   3.11   6.23   3.11   6.57   2.59   6.28   0.17   4.45   3.74  -4.30
198901   3.97   5.46   2.69   5.08   3.43   4.64   4.24   7.16   1.44   7.08
198902  -1.04  -1.17  -1.63  -1.01  -0.75  -3.56  -0.01   0.20  -3.81   2.92
198903   0.45   2.82  -0.34   0.26  -0.30  -3.26   3.34  -0.57  -0.77   7.73
198904   0.53   2.37  -0.53   0.44   0.55   1.53   0.05   2.84  -1.54   6.42
